UNK 101011
fine 10010011011101101000001100011011111011111010001110010100010001010100011011000111011100101110101100110000001110101000000101001
subject 10000111010001100001011110001001001100110001
building 01010110010111111110100100100110100100111011110001001100101001101011101101001100
higher 100101011011101000110001101111101101111011010110011110001100100111111111
simple 1001000001101110011001000110010011110001000001100100
wall 0101010001010101011110001011001111101000011111111001101010101110
meeting 10110000001010100101111110100010111001110111
walked 010111010010110111100110100010100111011011000011010111
bring 0101110101011101101110100000000010000011010011011001000
floor 0100110111010111101101010011100001000101111111011100001001010111
foreign 10010100100111111100110111101001001010100110101000000110110010101001000011000011100
paper 01000101101010010001000111110011011110010110100101110100111001111011
passed 010101111100000111000001011111110101001100100110001
similar 101000000010000000111000010001111000101111110000000101001
final 101111111110010001001110111010111101011100
natural 100100010101000100110110010001101111010101101001
property 1001011100000000111101100000100011100000100011111
training 1001010110111010001100011011111011011110110101100111101100001001
cent 1001010010011000101110111101001000111111100111101100101010001110000101101001000111011001100011110100100011011010010
county 101000000010000000111000010001111000101111110000000101000
growth 1011000011011111100110111000010101010110011001100000011000
international 1001010010011111110011011110100100101010011010100000011011001010100100001100001111
market 100101001001111110100101010001000100111000111110111001000111100111110011010001010
police 01011101000100100010100101110001011011111001010101000001110110101011011
england 101111100010110011110010111101000100000100111101100111101111000000001001
start 10111111100000011100001111111101111011100001010110000010110100101111
talk 01110010011111011011001111011
written 1001001101011001101010110011001010101001101100111001000101111011111001100
hear 00010001011011111001
story 10010011001001111101011100111000101101000011111011000010011100110100000000001001
suddenly 0101111010111010001010101101110111001111111000101000011000111
answer 0110001100100011010010111110000101000000100
congress 100101001001111111001101111010010010101001101010000001101100101010010000110000110
hall 1001001101110110100000110001101111101111101000111001010001000101010001101100011101110010111010110011000000111010100000010101
issue 10111111100000011100001111111101111011100001010110000010110100101110
needs 10010101101110100011000110111110110111101101011001111000110010011111110
considered 100101110110011100000011011010010001001010011110010110111110000101111010
countries 1001010010011111011000111010110110101100001011111110001100101111101111
likely 1001010111110001010111111101010111111101010101101
working 100000001011010011011000111011110010101110110111001
sat 010111010110110001101110001100001011100000100011111
entire 100101001111101111000001000001111111001110011000110001111110010101
happened 000100111111100100
labor 1011111110000001110000111111110111101110000101011000001011010010110
meet 10111110100000101110001000110010101101110100111010101011000101100101100110111010111
purpose 10010100100111111010010101000100010011100011111011100100011110011111001101000100
results 100101001001111101100011101011011010110000101111111000110010111110110
western 1001010011100101011010010000000110001001011001000010110101011011111100001100010011010110001011111001110110100011010111
cases 100110111011110110100011001000010110000100110000011010101101110000001011010111011001011101010110000010110011
difference 10111100111101100010101010110000010
hair 010111111100100000110010111001010111110011000111011101010110111000111111101
husband 0111001011000001101111011100001000011111101101110111011
production 100101001001111100101010100101001110010111100111100100011110011111110001100100010000101
stand 100001000000010010101100000000000000000111110010010101011101111110
william 100101001110010101101001000000011000100101100100001011010101101111110000110001001101011000101111100111011010001101010
fall 101111111000000111000011111111011110111000010101100000101101001010
food 10010000100100101101100100101110001101111010000
involved 1001011110010111101001001000111000111001111101000010010101111
stock 1001010010011111101001010100010001001110001111101110010001111001111100110100011
earlier 100100110101100110101011001100101010100110110011100100010111101111100111
increased 100101001001101011111110010001101011101001111001010011101110101010010110010
particularly 100100110010011111010111001110001011010000111110110000100111001101000000000011
whom 101100101011001000110111
below 01000000110011101000011101100000111000011001010011111010100110011000011
club 10010100110011110111101100100011100110100100101000010010101001111001110111
effort 10010010100100100011010011101101011110101010101000011000111000100101100111001
hour 10010010000011001110
knowledge 1000011011101100011011111000
letter 10010011010110011010101100110010101010011011001110010001011110111110010
paid 10010100100111111100110111101001001010100110101000000110110010101001000011111001011
sent 101111110111111110100101110010100100011010010001001011101000
thinking 01110010010110000111111110110
using 10010110101011100101110001011111010111110111001111001110001010000011
christian 1001010011111110101100110010001111100101001100110001110111101100101101001101101111101
lot 11101000001001001100100011111110110
